id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-3667787-A,Key top mount ,Key Tronic Corp,Norman F Semour,1970-12-14,1970-12-14,1972-06-06,1972-06-06,https://patents.google.com/patent/US3667787A/en,https://patentimages.storage.googleapis.com/f7/ac/89/c4aea8c52b1d41/US3667787-drawings-page-1.png
US-4335300-A,Diet control apparatus and method ,Shepherd William C,William C. Shepherd,1980-08-27,1980-08-27,1982-06-15,1982-06-15,https://patents.google.com/patent/US4335300A/en,https://patentimages.storage.googleapis.com/ed/90/43/4385e466e8668b/US4335300-drawings-page-2.png
US-2308940-A,Tens transfer mechanism for ,,,,,1943-01-19,1943-01-19,https://patents.google.com/patent/US2308940A/en,https://patentimages.storage.googleapis.com/0e/1f/76/36d124524b285f/US2308940-drawings-page-1.png
US-4418274-A,Slide rule - calendar ,Guido Masillo,Guido Masillo,1980-03-24,1981-03-20,1983-11-29,1983-11-29,https://patents.google.com/patent/US4418274A/en,https://patentimages.storage.googleapis.com/aa/f5/47/0616e39eb3eb50/US4418274-drawings-page-2.png
US-3878777-A,Squeeze printer with zero elimination ,Addmaster Corp,John G Clary,1973-11-23,1973-11-23,1975-04-22,1975-04-22,https://patents.google.com/patent/US3878777A/en,https://patentimages.storage.googleapis.com/3b/6a/cf/9fc43d211ae48d/US3878777-drawings-page-2.png
US-809075-A,Calculator. ,Keuffel & Esser Co,Alexander Rechnitzer,1901-06-29,1901-06-29,1906-01-02,1906-01-02,https://patents.google.com/patent/US809075A/en,https://patentimages.storage.googleapis.com/5c/89/8e/f306993b19da56/US809075-drawings-page-1.png
US-1385788-A,Credit-slip-authorizing apparatus ,Ncr Co,Arthur C Kirshner,1919-12-19,1919-12-19,1921-07-26,1921-07-26,https://patents.google.com/patent/US1385788A/en,https://patentimages.storage.googleapis.com/e9/0b/c5/a82e272e7d1a45/US1385788-drawings-page-1.png
US-3633287-A,Numerical base systems teaching device ,"Fitz A Squires, Sophie Squires","Fitz A Squires, Sophie Squires",1970-05-06,1970-05-06,1972-01-11,1972-01-11,https://patents.google.com/patent/US3633287A/en,https://patentimages.storage.googleapis.com/01/44/54/1409f44b8c9f35/US3633287-drawings-page-2.png
US-1957501-A,Method and means for obtaining true ,,,,,1934-05-08,1934-05-08,https://patents.google.com/patent/US1957501A/en,https://patentimages.storage.googleapis.com/4f/06/95/124a18434011ec/US1957501-drawings-page-1.png
US-2675960-A,Cycle initiating mechanism for ten key machines ,Ncr Co,"Nelson R Frieberg, Paul A Dale",1953-02-10,1953-02-10,1954-04-20,1954-04-20,https://patents.google.com/patent/US2675960A/en,https://patentimages.storage.googleapis.com/01/ea/77/9f7a51efb12ed4/US2675960-drawings-page-1.png
US-2160361-A,Calculating machine ,,,,,1939-05-30,1939-05-30,https://patents.google.com/patent/US2160361A/en,https://patentimages.storage.googleapis.com/fd/1e/cf/f1ec8f7a877335/US2160361-drawings-page-1.png
US-2110987-A,Shift and driving mechanism fob add ,,,,,1938-03-15,1938-03-15,https://patents.google.com/patent/US2110987A/en,https://patentimages.storage.googleapis.com/ef/7c/71/a4dfa1648f2086/US2110987-drawings-page-1.png
US-1994431-A,Stamp and recorder ,T L May Corp,May Thomas Leslie,1933-10-30,1933-10-30,1935-03-12,1935-03-12,https://patents.google.com/patent/US1994431A/en,https://patentimages.storage.googleapis.com/4c/46/fc/a03cd5e83ba58e/US1994431-drawings-page-1.png
US-3771442-A,Zero-lock print wheel apparatus ,Penril Data Communications Inc,J Ditman,1972-01-11,1972-01-11,1973-11-13,1973-11-13,https://patents.google.com/patent/US3771442A/en,https://patentimages.storage.googleapis.com/9d/3e/d5/0f57f49208cf2d/US3771442-drawings-page-2.png
US-4023276-A,Diagnostic scale for interpretation of electrocardiogram ,"Yamanouchi Pharmaceutical Co., Ltd.","Toshiyuki Furukawa, Toshio Kato",1974-12-28,1975-12-22,1977-05-17,1977-05-17,https://patents.google.com/patent/US4023276A/en,https://patentimages.storage.googleapis.com/e8/eb/d6/7849b5ee8c459f/US4023276-drawings-page-2.png
US-2329218-A,Decimal point indicating mechanism ,,,,,1943-09-14,1943-09-14,https://patents.google.com/patent/US2329218A/en,https://patentimages.storage.googleapis.com/fe/23/ed/d82d1bf8a740b7/US2329218-drawings-page-1.png
US-2396188-A,Calculating machine ,,,,,1946-03-05,1946-03-05,https://patents.google.com/patent/US2396188A/en,https://patentimages.storage.googleapis.com/b3/a1/a6/3b7ef632f1a194/US2396188-drawings-page-1.png
US-4032754-A,Global time system ,Ageton Roy R,Roy R. Ageton,1976-02-23,1976-02-23,1977-06-28,1977-06-28,https://patents.google.com/patent/US4032754A/en,https://patentimages.storage.googleapis.com/4f/7f/3e/c1ae8a0ecb51af/US4032754-drawings-page-2.png
US-4855577-A,Navigational and yacht racing calculator ,Mclain Philippe H,Philippe H. McLain,1988-03-03,1988-03-03,1989-08-08,1989-08-08,https://patents.google.com/patent/US4855577A/en,https://patentimages.storage.googleapis.com/01/90/15/a48d07413f0b90/US4855577-drawings-page-2.png
US-2117620-A,Calculating machine ,,,,,1938-05-17,1938-05-17,https://patents.google.com/patent/US2117620A/en,https://patentimages.storage.googleapis.com/98/bc/3b/537d2caec211f0/US2117620-drawings-page-1.png
US-3872289-A,Device for feeding out data with classifying function ,Canon Kk,"Tsuyoshi Kawanabe, Minoru Machida",1972-05-22,1973-05-15,1975-03-18,1975-03-18,https://patents.google.com/patent/US3872289A/en,https://patentimages.storage.googleapis.com/70/3f/10/bd1a1d74e8874b/US3872289-drawings-page-2.png
US-5477617-A,Carpet measurement tool ,Guy; John W.,John W. Guy,1994-12-14,1994-12-14,1995-12-26,1995-12-26,https://patents.google.com/patent/US5477617A/en,https://patentimages.storage.googleapis.com/5e/49/08/b3b22f3cdaa891/US5477617-drawings-page-2.png
US-3735095-A,Card routing apparatus ,Kienzle Apparate Gmbh,"G Mutz, B Hettich, W Moser",1969-04-23,1971-04-29,1973-05-22,1973-05-22,https://patents.google.com/patent/US3735095A/en,https://patentimages.storage.googleapis.com/84/6b/d0/5a2bdeac063c9f/US3735095-drawings-page-2.png
US-3321858-A,Display wheel ,Riegel Paper Corp,Ernest L Bailey,1964-03-04,1964-03-04,1967-05-30,1967-05-30,https://patents.google.com/patent/US3321858A/en,https://patentimages.storage.googleapis.com/ac/92/56/1c67d4e64dac12/US3321858-drawings-page-1.png
US-3263916-A,Function control apparatus for calculators ,Olympia Werke Ag,"Baldus Hugo, Hajen Berthold",1963-06-20,1964-06-19,1966-08-02,1966-08-02,https://patents.google.com/patent/US3263916A/en,https://patentimages.storage.googleapis.com/55/43/3d/ef2ff7d65ce2e5/US3263916-drawings-page-1.png
US-3387392-A,Abacus with mechanical means for holding unit counters in position ,Donald A. Kurz,Donald A Kurz,1965-12-30,1965-12-30,1968-06-11,1968-06-11,https://patents.google.com/patent/US3387392A/en,https://patentimages.storage.googleapis.com/3d/ba/ef/2249cadfbbc017/US3387392-drawings-page-1.png
US-1946572-A,Listing calculator ,,,,,1934-02-13,1934-02-13,https://patents.google.com/patent/US1946572A/en,https://patentimages.storage.googleapis.com/98/79/22/f292f675fac393/US1946572-drawings-page-1.png
GB-310362-A,Combination of a calculating machine for all four rules with a card perforating machine ,Rheinische Metallw & Maschf,,1927-11-26,1928-12-27,1929-09-26,,https://patents.google.com/patent/GB310362A/en,
US-3402662-A,Record reader/imprinter with gate controlled roller ,Amp Inc,"Blair Bryce Wilson, Friend Lindsay Carlton",1967-01-31,1967-01-31,1968-09-24,1968-09-24,https://patents.google.com/patent/US3402662A/en,https://patentimages.storage.googleapis.com/94/84/fc/a2567d9274d6d0/US3402662-drawings-page-1.png
US-2081836-A,Calculating machine ,,,,,1937-05-25,1937-05-25,https://patents.google.com/patent/US2081836A/en,https://patentimages.storage.googleapis.com/97/d0/b4/7b8f98f7c88d4c/US2081836-drawings-page-1.png
US-3631535-A,Credit card decoder ,Credit Systems Inc,"Thomas Bilinski Jr, Donald W Fleischer, Jared M Mcgowan",1968-07-26,1968-07-26,1971-12-28,1971-12-28,https://patents.google.com/patent/US3631535A/en,https://patentimages.storage.googleapis.com/e1/dd/bf/8a7bcb2326338d/US3631535-drawings-page-2.png
US-1619796-A,Cash register ,Ncr Co,Bernis M Shipley,1921-03-11,1921-03-11,1927-03-01,1927-03-01,https://patents.google.com/patent/US1619796A/en,https://patentimages.storage.googleapis.com/c1/ee/9a/5b817eb8b87bc5/US1619796-drawings-page-1.png
US-3523184-A,Operational keyboard system ,Diehl,Karl Vogel,1967-12-07,1968-12-06,1970-08-04,1970-08-04,https://patents.google.com/patent/US3523184A/en,https://patentimages.storage.googleapis.com/9a/6d/99/64228a23f945d7/US3523184-drawings-page-1.png
US-2376997-A,Calculating machine ,,,,,1945-05-29,1945-05-29,https://patents.google.com/patent/US2376997A/en,https://patentimages.storage.googleapis.com/b5/36/e1/c49313bd330399/US2376997-drawings-page-1.png
US-1790790-A,Schapt ,,,,,1931-02-03,1931-02-03,https://patents.google.com/patent/US1790790A/en,https://patentimages.storage.googleapis.com/19/be/85/f48ef71d0f67e7/US1790790-drawings-page-1.png
US-1246087-A,Adding and subtracting machine. ,Burroughs Adding Machine Co,Claiborne W Gooch,1917-05-04,1917-05-04,1917-11-13,1917-11-13,https://patents.google.com/patent/US1246087A/en,https://patentimages.storage.googleapis.com/35/42/2d/552b1a4418644b/US1246087-drawings-page-1.png
US-2071141-A,Joht doe ,,,,,1937-02-16,1937-02-16,https://patents.google.com/patent/US2071141A/en,https://patentimages.storage.googleapis.com/a6/53/a9/5ca1256265e909/US2071141-drawings-page-1.png
US-2416809-A,Selective normalizing mechanisms ,,,,,1947-03-04,1947-03-04,https://patents.google.com/patent/US2416809A/en,https://patentimages.storage.googleapis.com/91/6b/96/06ff59ad120092/US2416809-drawings-page-1.png
US-3999041-A,Summing calculator to assist analysis of past performance ,Joseph Scofield,Joseph Scofield,1976-01-08,1976-01-08,1976-12-21,1976-12-21,https://patents.google.com/patent/US3999041A/en,https://patentimages.storage.googleapis.com/ee/d3/a9/74dcc8eb592ebc/US3999041-drawings-page-2.png
US-3024988-A,Keyboard mechanism ,Monroe Calculating Machine,Heinrich W Wagemann,1959-07-01,1959-07-01,1962-03-13,1962-03-13,https://patents.google.com/patent/US3024988A/en,https://patentimages.storage.googleapis.com/6d/3d/f7/7b79a6deb51cc3/US3024988-drawings-page-1.png
US-1867002-A,By edna b ,,,,,1932-07-12,1932-07-12,https://patents.google.com/patent/US1867002A/en,https://patentimages.storage.googleapis.com/c7/5b/5d/2b60750f754771/US1867002-drawings-page-1.png
US-2329180-A,Decimal point indicating mechanism ,,,,,1943-09-14,1943-09-14,https://patents.google.com/patent/US2329180A/en,https://patentimages.storage.googleapis.com/7f/ed/c1/e46e70e7381da2/US2329180-drawings-page-1.png
US-2152199-A,machado ,,,,,1939-03-28,1939-03-28,https://patents.google.com/patent/US2152199A/en,https://patentimages.storage.googleapis.com/a9/62/4e/558672bc54be86/US2152199-drawings-page-1.png
US-2361002-A,Computing machine ,,,,,1944-10-24,1944-10-24,https://patents.google.com/patent/US2361002A/en,https://patentimages.storage.googleapis.com/99/0a/9a/1f53dc20e6c396/US2361002-drawings-page-1.png
US-2181975-A,Accounting machine ,Ncr Co,Lee Leefe Jane,1935-10-14,1935-10-14,1939-12-05,1939-12-05,https://patents.google.com/patent/US2181975A/en,https://patentimages.storage.googleapis.com/c4/da/ae/16139e731cc2eb/US2181975-drawings-page-1.png
US-2834542-A,Totalizer engaging mechanism ,,,,,1958-05-13,1958-05-13,https://patents.google.com/patent/US2834542A/en,https://patentimages.storage.googleapis.com/86/bf/5e/d89aeba609938c/US2834542-drawings-page-1.png
US-2653765-A,Dividend aligning mechanism ,,,,,1953-09-29,1953-09-29,https://patents.google.com/patent/US2653765A/en,https://patentimages.storage.googleapis.com/73/e7/31/81c67ce5443135/US2653765-drawings-page-1.png
US-2359661-A,Calculating machine ,,,,,1944-10-03,1944-10-03,https://patents.google.com/patent/US2359661A/en,https://patentimages.storage.googleapis.com/43/b4/c5/5e2854dc8fdf8e/US2359661-drawings-page-1.png
US-1394256-A,fuller ,,,,,1921-10-18,1921-10-18,https://patents.google.com/patent/US1394256A/en,https://patentimages.storage.googleapis.com/2b/c5/ee/6bbfe309d6307a/US1394256-drawings-page-1.png
US-2386364-A,Cash register ,,,,,1945-10-09,1945-10-09,https://patents.google.com/patent/US2386364A/en,https://patentimages.storage.googleapis.com/53/c9/f2/15ddb44119c76f/US2386364-drawings-page-1.png
US-2089770-A,Counting mechanism carriage for ,,,,,1937-08-10,1937-08-10,https://patents.google.com/patent/US2089770A/en,https://patentimages.storage.googleapis.com/e7/91/b9/633ef0a35cb220/US2089770-drawings-page-1.png
US-2014561-A,Calculating machine ,,,,,1935-09-17,1935-09-17,https://patents.google.com/patent/US2014561A/en,https://patentimages.storage.googleapis.com/13/6e/5a/66e93a1e17b2e5/US2014561-drawings-page-1.png
US-3009633-A,Slide d ,,,,,1961-11-21,1961-11-21,https://patents.google.com/patent/US3009633A/en,https://patentimages.storage.googleapis.com/87/ba/00/6622007ccb5a35/US3009633-drawings-page-1.png
US-2459862-A,Ten keylentry mechanism ,,,,,1949-01-25,1949-01-25,https://patents.google.com/patent/US2459862A/en,https://patentimages.storage.googleapis.com/6b/1b/f6/916fcb1b16b0a2/US2459862-drawings-page-1.png
US-2419760-A,Edwin f ,,,,,1947-04-29,1947-04-29,https://patents.google.com/patent/US2419760A/en,https://patentimages.storage.googleapis.com/7e/82/7d/278259738e622c/US2419760-drawings-page-1.png
US-2241102-A,Calculating machine ,,,,,1941-05-06,1941-05-06,https://patents.google.com/patent/US2241102A/en,https://patentimages.storage.googleapis.com/08/78/88/8b6c7e312570f5/US2241102-drawings-page-1.png
US-2600144-A,Remote-controlled plural registering apparatus ,Stocklock Proprietary Ltd,Watson Henry George,1947-07-09,1948-04-16,1952-06-10,1952-06-10,https://patents.google.com/patent/US2600144A/en,https://patentimages.storage.googleapis.com/67/8e/85/6fc1645ad3f7c3/US2600144-drawings-page-1.png
US-1360726-A,Variable statistical chart ,Philadelphia Roll & Machine Co,Crook Alfred,1919-08-27,1919-08-27,1920-11-30,1920-11-30,https://patents.google.com/patent/US1360726A/en,https://patentimages.storage.googleapis.com/82/1e/2c/c19eb876211524/US1360726-drawings-page-1.png
US-2323415-A,Intermittent drive gearing ,Monroe Calculating Machine,Austin A Overbury,1943-03-18,1943-03-18,1943-07-06,1943-07-06,https://patents.google.com/patent/US2323415A/en,https://patentimages.storage.googleapis.com/c2/8e/25/c7d6e23459f0a4/US2323415-drawings-page-1.png
US-2979255-A,Fluid operated automatic business machine ,,,,,1961-04-11,1961-04-11,https://patents.google.com/patent/US2979255A/en,https://patentimages.storage.googleapis.com/d9/e7/a0/0e7fcaaf530532/US2979255-drawings-page-1.png
US-2345212-A,Totalizing system ,,,,,1944-03-28,1944-03-28,https://patents.google.com/patent/US2345212A/en,https://patentimages.storage.googleapis.com/b5/53/13/f244deefa366e5/US2345212-drawings-page-1.png
US-2648497-A,Accumulator drive control ,,,,,1953-08-11,1953-08-11,https://patents.google.com/patent/US2648497A/en,https://patentimages.storage.googleapis.com/06/8b/a8/c06dbbc9e7c7d9/US2648497-drawings-page-1.png
US-1138089-A,Method and means for statistical accounting. ,William R Heath,William J Crumpton,1908-10-20,1908-10-20,1915-05-04,1915-05-04,https://patents.google.com/patent/US1138089A/en,https://patentimages.storage.googleapis.com/98/da/cf/25ab63b780c4ed/US1138089-drawings-page-1.png
US-2102700-A,Calculating machine of the ten ,,,,,1937-12-21,1937-12-21,https://patents.google.com/patent/US2102700A/en,https://patentimages.storage.googleapis.com/0c/be/9d/27706f28fda546/US2102700-drawings-page-1.png
US-2745601-A,Key-responsive calculating machine ,,,,,1956-05-15,1956-05-15,https://patents.google.com/patent/US2745601A/en,https://patentimages.storage.googleapis.com/96/b7/61/dbddc8aa14543f/US2745601-drawings-page-1.png
US-1822031-A,Hebmann hoffmeister ,,,,,1931-09-08,1931-09-08,https://patents.google.com/patent/US1822031A/en,https://patentimages.storage.googleapis.com/e6/f0/a0/3e5b3f6db0c95b/US1822031-drawings-page-1.png
US-1503742-A,Assigtos to- bacon multiplies ,,,,,1924-08-05,1924-08-05,https://patents.google.com/patent/US1503742A/en,https://patentimages.storage.googleapis.com/03/8d/54/0124159f5585b0/US1503742-drawings-page-1.png
US-2277250-A,Bookkeeping machine ,,,,,1942-03-24,1942-03-24,https://patents.google.com/patent/US2277250A/en,https://patentimages.storage.googleapis.com/07/77/f4/e75eea0848f968/US2277250-drawings-page-1.png
US-2264855-A,Cash register ,Burroughs Adding Machine Co,Walter J Pasinski,1937-06-10,1937-06-10,1941-12-02,1941-12-02,https://patents.google.com/patent/US2264855A/en,https://patentimages.storage.googleapis.com/30/79/02/08fb9aa2f6cd89/US2264855-drawings-page-1.png
US-2240797-A,Calculating machine ,,,,,1941-05-06,1941-05-06,https://patents.google.com/patent/US2240797A/en,https://patentimages.storage.googleapis.com/43/10/c4/9e4f8917884f88/US2240797-drawings-page-1.png
US-2328638-A,Printing mechanism ,Ibm,"Frederick L Fuller, Horace S Beattie",1941-01-30,1941-01-30,1943-09-07,1943-09-07,https://patents.google.com/patent/US2328638A/en,https://patentimages.storage.googleapis.com/5a/5c/db/1d57240c67bdac/US2328638-drawings-page-1.png
US-2375332-A,Record controlled accounting machine ,Ibm,Torkel E Torkelson,1940-05-23,1940-05-23,1945-05-08,1945-05-08,https://patents.google.com/patent/US2375332A/en,https://patentimages.storage.googleapis.com/a4/e4/6f/48ee2b162ca29d/US2375332-drawings-page-1.png
US-1536693-A,Tabular calculator ,Frank A Schneider,Frank A Schneider,1922-08-15,1922-08-15,1925-05-05,1925-05-05,https://patents.google.com/patent/US1536693A/en,https://patentimages.storage.googleapis.com/a1/e8/28/00b23e78d064e2/US1536693-drawings-page-1.png
US-2917232-A,Wagemann ,,,,,1959-12-15,1959-12-15,https://patents.google.com/patent/US2917232A/en,https://patentimages.storage.googleapis.com/33/ae/b9/cf5915da2ca6e2/US2917232-drawings-page-1.png
US-2089682-A,Calculating machine ,,,,,1937-08-10,1937-08-10,https://patents.google.com/patent/US2089682A/en,https://patentimages.storage.googleapis.com/67/b2/81/65dbfcbf7c5559/US2089682-drawings-page-1.png
US-2418207-A,Rythmeter for determining sterility and fertility ,Gilmore L Tilbrook,Gilmore L Tilbrook,1945-06-09,1945-06-09,1947-04-01,1947-04-01,https://patents.google.com/patent/US2418207A/en,https://patentimages.storage.googleapis.com/65/a6/14/843e433ef62d6a/US2418207-drawings-page-1.png
US-1195567-A,draughon ,,,,,1916-08-22,1916-08-22,https://patents.google.com/patent/US1195567A/en,https://patentimages.storage.googleapis.com/ba/d3/c1/601ac4742b7175/US1195567-drawings-page-1.png
US-2226960-A,Accounting machine ,,,,,1940-12-31,1940-12-31,https://patents.google.com/patent/US2226960A/en,https://patentimages.storage.googleapis.com/a4/6a/68/836fadfb742720/US2226960-drawings-page-1.png
US-1088889-A,Time and wage computer. ,Caldwell Mfg Co,"Thomas J Falvey, Robson D Caldwell",1908-04-11,1908-04-11,1914-03-03,1914-03-03,https://patents.google.com/patent/US1088889A/en,https://patentimages.storage.googleapis.com/6f/c0/d4/f76d3072c65e93/US1088889-drawings-page-1.png
US-1951682-A,Zero printing device for cash registers and calculating machines ,Varren Alexander,Varren Alexander,1930-07-14,1931-07-06,1934-03-20,1934-03-20,https://patents.google.com/patent/US1951682A/en,https://patentimages.storage.googleapis.com/32/93/ad/d0c4a468fc197f/US1951682-drawings-page-1.png
US-2545649-A,Multifunction control key ,Olivetti & Co Spa,Capellaro Natale,1948-08-31,1949-07-22,1951-03-20,1951-03-20,https://patents.google.com/patent/US2545649A/en,https://patentimages.storage.googleapis.com/ae/39/a0/b9104f06ab3e74/US2545649-drawings-page-1.png
US-2630900-A,Automatic carriage return control ,Underwood Corp,Walter A Anderson,1946-06-27,1949-12-28,1953-03-10,1953-03-10,https://patents.google.com/patent/US2630900A/en,https://patentimages.storage.googleapis.com/77/d1/20/962dbd6cf98dd3/US2630900-drawings-page-1.png
US-2399890-A,Sequentially controlled multiple clutch mechanism ,Pott August Friedrich,Pott August Friedrich,1939-07-05,1940-03-26,1946-05-07,1946-05-07,https://patents.google.com/patent/US2399890A/en,https://patentimages.storage.googleapis.com/40/ae/03/b88c540fcae2c8/US2399890-drawings-page-1.png
US-4241520-A,Color calculator ,Norton Thomas K,Thomas K. Norton,1979-03-05,1979-03-05,1980-12-30,1980-12-30,https://patents.google.com/patent/US4241520A/en,https://patentimages.storage.googleapis.com/f9/ad/f9/8987626c9b0745/US4241520-drawings-page-2.png
US-3795185-A,Compact flying printer ,"Suwa Seikosha Kk, Epson Corp","T Shimodaira, Y Gomi",1970-02-27,1971-02-24,1974-03-05,1974-03-05,https://patents.google.com/patent/US3795185A/en,https://patentimages.storage.googleapis.com/8d/e5/b4/8c2d1a76724118/US3795185-drawings-page-2.png
US-5134692-A,Combined electronic calculator and abacus with deflective guide bars ,Hiromori Inc.,Junji Hiromori,1989-05-23,1989-05-23,1992-07-28,1992-07-28,https://patents.google.com/patent/US5134692A/en,https://patentimages.storage.googleapis.com/52/2c/7b/5608a9959702de/US5134692-drawings-page-2.png
US-4092521-A,Menstrual calculator ,Weisshaar Manfred E,Manfred E. Weisshaar,1976-05-04,1976-05-04,1978-05-30,1978-05-30,https://patents.google.com/patent/US4092521A/en,https://patentimages.storage.googleapis.com/1b/a7/2a/0637b56db2b955/US4092521-drawings-page-2.png
US-5273320-A,Gardening information kit ,Demacarty Kathleen,Kathleen deMaCarty,1990-07-31,1992-01-16,1993-12-28,1993-12-28,https://patents.google.com/patent/US5273320A/en,https://patentimages.storage.googleapis.com/e2/30/55/3c18dbd19c3589/US5273320-drawings-page-2.png
US-3641568-A,"Keyboard for calculating machines, teleprinters, terminals and the like ",Olivetti & Co Spa,"Riccardo Brescia, Lucio Montanari",1969-09-01,1970-08-31,1972-02-08,1972-02-08,https://patents.google.com/patent/US3641568A/en,https://patentimages.storage.googleapis.com/77/1e/37/b6a091ba9d57f0/US3641568-drawings-page-2.png
US-4835371-A,Diving computer ,Rogers Raymond E,Raymond E. Rogers,1987-03-02,1987-10-26,1989-05-30,1989-05-30,https://patents.google.com/patent/US4835371A/en,https://patentimages.storage.googleapis.com/b0/f8/26/75c4810a3d0fa7/US4835371-drawings-page-2.png
US-4232215-A,Human reproduction indexing device ,Hanley John P,John P. Hanley,1978-10-02,1978-10-02,1980-11-04,1980-11-04,https://patents.google.com/patent/US4232215A/en,https://patentimages.storage.googleapis.com/25/5c/4d/f6a3d72a1b2885/US4232215-drawings-page-2.png
US-3625326-A,Centrifugally controlled loop spring clutch ,Olympia Werke Ag,"Albert Rix, Georg Werner",1969-03-03,1970-03-03,1971-12-07,1971-12-07,https://patents.google.com/patent/US3625326A/en,https://patentimages.storage.googleapis.com/f1/1b/02/d25a7b58feddc3/US3625326-drawings-page-2.png
CA-1312056-C,Slide calculator for photographic lighting ,"Muriel Astrid Reed, Roger Glenn Reed","Muriel Astrid Reed, Roger Glenn Reed",1987-03-18,1988-03-14,1992-12-29,1992-12-29,https://patents.google.com/patent/CA1312056C/en,
US-3743820-A,Random oriented decoder for label decoding ,Spartanics,"S Willits, W Mohan",1969-03-12,1972-02-14,1973-07-03,1973-07-03,https://patents.google.com/patent/US3743820A/en,https://patentimages.storage.googleapis.com/74/1f/25/a15e1f5ebdb75a/US3743820-drawings-page-2.png
US-3003694-A,Pneumatic apparatus for operating business machines ,Robotyper Corp,"Le Roy V Oxley, Clarence M Blythe, Gerald T Hammond, Boyd N Cagle",1957-08-14,1957-08-14,1961-10-10,1961-10-10,https://patents.google.com/patent/US3003694A/en,https://patentimages.storage.googleapis.com/43/49/20/e3b5a73e43aa07/US3003694-drawings-page-1.png
US-3757068-A,Sms keyboard actuating mechanism with particular feel and contact mechani ,Hewlett Packard Co,"B Musch, D Lobdell",1971-04-15,1971-04-15,1973-09-04,1973-09-04,https://patents.google.com/patent/US3757068A/en,https://patentimages.storage.googleapis.com/cc/aa/70/6d7739e78961c8/US3757068-drawings-page-3.png
US-5058084-A,Clock having a device for planning the sex of a child according to the time selection method ,B-Line Ag,Heinz Riesen,1989-08-21,1990-08-21,1991-10-15,1991-10-15,https://patents.google.com/patent/US5058084A/en,https://patentimages.storage.googleapis.com/e9/17/9e/7dbd0d608851ae/US5058084-drawings-page-2.png
US-3156412-A,"Remote control system for combined adding machine, tax computer, and coin dispenser ",American Mach & Foundry,"Richard F Julius, Raymond K Carnahan",1961-08-11,1961-08-11,1964-11-10,1964-11-10,https://patents.google.com/patent/US3156412A/en,https://patentimages.storage.googleapis.com/3c/64/31/f2fbadc9679fa1/US3156412-drawings-page-1.png
US-5189285-A,Calendar date finder ,Young Jr Fletcher D,"Fletcher D. Young, Jr.",1990-10-12,1991-12-18,1993-02-23,1993-02-23,https://patents.google.com/patent/US5189285A/en,https://patentimages.storage.googleapis.com/29/ee/4f/c7b1adaa7ebd66/US5189285-drawings-page-2.png
US-4454409-A,Bra-size calculator ,Lynn Sehres,Lynn Sehres,1982-03-15,1982-03-15,1984-06-12,1984-06-12,https://patents.google.com/patent/US4454409A/en,https://patentimages.storage.googleapis.com/6b/d5/ea/a0d385ae1adea8/US4454409-drawings-page-2.png
DE-3609956-A1,(Ladies') watch (chronometer) with a device for monitoring the female cycle and the intake of contraceptive hormones (the pill) ,Helmut Schulte,Helmut Schulte,1986-03-25,1986-03-25,1987-10-01,,https://patents.google.com/patent/DE3609956A1/en,
US-3358920-A,Device for storing and retrieving information ,West Virginia Plug And Paper C,Michael B Ringley,1966-06-13,1966-06-13,1967-12-19,1967-12-19,https://patents.google.com/patent/US3358920A/en,https://patentimages.storage.googleapis.com/67/09/c0/2e70fe5324a126/US3358920-drawings-page-1.png
CA-960262-A,Electromagnetic type switching device ,"Kabushiki Kaisha Suwa Seikosha, Mitsuhiro Goto",Mitsuhiro Goto,1970-08-17,1971-08-16,1974-12-31,1974-12-31,https://patents.google.com/patent/CA960262A/en,
US-3406474-A,Gestation tabulator ,Bates Willard,Bates Willard,1965-04-20,1965-04-20,1968-10-22,1968-10-22,https://patents.google.com/patent/US3406474A/en,https://patentimages.storage.googleapis.com/f5/ff/6f/ee26d28e3492fd/US3406474-drawings-page-1.png
US-2003172205-A1,Methods and components for mechanical computer ,Bastian Richard Henry,Richard Bastian,2002-01-11,2002-01-11,2003-09-11,,https://patents.google.com/patent/US20030172205A1/en,https://patentimages.storage.googleapis.com/e9/0c/73/fbe18acc6389a6/US20030172205A1-20030911-D00000.png
US-2008280273-A1,Multipurpose Abacus ,Han-Cheun Lee,Han-Cheun Lee,2005-10-13,2006-05-24,2008-11-13,,https://patents.google.com/patent/US20080280273A1/en,https://patentimages.storage.googleapis.com/US20080280273A1/US20080280273A1-20081113-D00000.png
US-3076272-A,Abacus ,Andrew F Schott,Andrew F Schott,1959-05-28,1959-05-28,1963-02-05,1963-02-05,https://patents.google.com/patent/US3076272A/en,https://patentimages.storage.googleapis.com/3b/17/00/3a52933ab8c3ba/US3076272-drawings-page-1.png
US-3042300-A,Control mechanism for an adding machine ,Underwood Corp,Walter A Anderson,1955-12-29,1959-12-14,1962-07-03,1962-07-03,https://patents.google.com/patent/US3042300A/en,https://patentimages.storage.googleapis.com/5e/6c/85/8115b946ba4049/US3042300-drawings-page-1.png
US-3042178-A,Carriage control ,Ibm,Gerald N West,1959-10-02,1959-10-02,1962-07-03,1962-07-03,https://patents.google.com/patent/US3042178A/en,https://patentimages.storage.googleapis.com/5c/b8/0f/98924bca1e6219/US3042178-drawings-page-1.png
