id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9280337-B2,Secured distribution of software updates ,Adobe Systems Incorporated,Murugappan Palaniappan,2006-12-18,2006-12-18,2016-03-08,2016-03-08,https://patents.google.com/patent/US9280337B2/en,https://patentimages.storage.googleapis.com/ee/a5/7f/52af368d3f2e64/US09280337-20160308-D00000.png
CN-107392004-A,Pattern unlocking method and device ,广州杰之良软件有限公司,"谭巍, 魏西鹏",2017-08-08,2017-08-08,2017-11-24,,https://patents.google.com/patent/CN107392004A/en,
US-7769993-B2,Method for ensuring boot source integrity of a computing system ,Microsoft Corporation,"Todd L. Carpenter, William J. Westerinen",2007-03-09,2007-03-09,2010-08-03,2010-08-03,https://patents.google.com/patent/US7769993B2/en,https://patentimages.storage.googleapis.com/0f/7a/06/60fd5d3b71cef2/US07769993-20100803-D00000.png
JP-5211211-B2,High-level active pen matrix ,マイクロソフト  コーポレーション,"ビー．ケリー リロイ, イー．ルイ チャールトン, エフ．ジョーンズ デービッド, エドワード  カッキアーマン ライアン, アリシア  クラーク  カッツァンティ スーザン, イウェマ マリーケ, ジャレット ロバート",2000-11-10,2011-07-14,2013-06-12,2013-06-12,https://patents.google.com/patent/JP5211211B2/en,https://patentimages.storage.googleapis.com/6a/5a/f1/b105e6c0422cb4/0005211211-2.png
JP-4322031-B2,Storage device ,株式会社日立製作所,"山本　　彰, 正明 岩嵜, 直人 松並, 浩二 薗田, 正史 野沢",2003-03-27,2003-03-27,2009-08-26,2009-08-26,https://patents.google.com/patent/JP4322031B2/en,https://patentimages.storage.googleapis.com/7f/22/2d/089efb7846e743/0004322031-2.png
US-7944437-B2,Information processing apparatus and touch pad control method ,Kabushiki Kaisha Toshiba,Akira Imamura,2005-12-07,2006-11-22,2011-05-17,2011-05-17,https://patents.google.com/patent/US7944437B2/en,https://patentimages.storage.googleapis.com/a3/f0/a2/fb5f048eb4d92f/US07944437-20110517-D00000.png
EP-2474899-B1,Definition and handling of user input events in a web browser ,BlackBerry Limited,"Genevieve Elizabeth Mak, Eli Joshua Fidler, Michael Thomas Winkler, Matthew Nicholaos Staikos, Joseph Charles Mason",2011-01-05,2012-01-05,2018-06-06,2018-06-06,https://patents.google.com/patent/EP2474899B1/en,https://patentimages.storage.googleapis.com/66/d9/5c/b623503c1b6630/imgf0001.png
KR-20130081526-A,"Storage device, electronic device having the same, and data management methods thereof ",삼성전자주식회사,"박현철, 김상목, 김경호, 배오태, 이동기",2012-01-09,2012-01-09,2013-07-17,,https://patents.google.com/patent/KR20130081526A/en,https://patentimages.storage.googleapis.com/3e/d5/d4/8dc2b202bf5ed4/pat00001.png
JP-2015135653-A,"Information processing apparatus, information processing method, program, and storage medium ","キヤノンマーケティングジャパン株式会社, Canon Marketing Japan Inc, キヤノンＩｔソリューションズ株式会社, Canon It Solutions Inc, キヤノンソフトウェア株式会社, Canon Software Inc","隆宏 森, Takahiro Mori, 隆宏 森",2013-12-17,2014-03-17,2015-07-27,,https://patents.google.com/patent/JP2015135653A/en,https://patentimages.storage.googleapis.com/16/35/55/f9b6902b903c5d/2015135653-3.png
RU-2359342-C2,System and method for navigation in content of element ,Майкрософт Корпорейшн,"Чарльз В. СТЭББ (US), Чарльз В. СТЭББ, Джеральд П. ШИ (US), Джеральд П. ШИ, Джошуа Александер ДЕРШ (US), Джошуа Александер ДЕРШ, Алан Л. МАРКС (US), Алан Л. МАРКС",2003-10-23,2004-07-30,2009-06-20,2009-06-20,https://patents.google.com/patent/RU2359342C2/en,https://patentimages.storage.googleapis.com/64/3e/a7/74e5ab31e126a9/00000002.png
CN-104011736-B,A method and system for detecting a state machine ,美光科技公司,"戴维·R·布朗, 哈罗德·B·诺伊斯",2011-12-15,2012-12-05,2017-06-20,2017-06-20,https://patents.google.com/patent/CN104011736B/en,
US-7076644-B2,System and method for quick boot and application switching for a computer system ,Mitac Technology Corp.,Hao-Chan Hsu,2002-11-12,2003-01-31,2006-07-11,2006-07-11,https://patents.google.com/patent/US7076644B2/en,https://patentimages.storage.googleapis.com/US7076644B2/US07076644-20060711-D00000.png
US-8271445-B2,"Storage, organization and searching of data stored on a storage medium ",Apple Inc.,"John Hörnkvist, Yan Arrouye",2007-06-08,2007-06-08,2012-09-18,2012-09-18,https://patents.google.com/patent/US8271445B2/en,https://patentimages.storage.googleapis.com/94/4d/2c/04693a5b162afa/US08271445-20120918-D00000.png
KR-20160028680-A,Data storage device and method thereof ,삼성전자주식회사,"오상진, 권문상",2014-09-04,2014-09-04,2016-03-14,,https://patents.google.com/patent/KR20160028680A/en,https://patentimages.storage.googleapis.com/19/64/5f/e9d1fa328d9dc5/pat00001.png
US-7924271-B2,Detecting gestures on multi-event sensitive devices ,Apple Inc.,"Greg Christie, Wayne Carl Westerman",2007-01-05,2007-06-13,2011-04-12,2011-04-12,https://patents.google.com/patent/US7924271B2/en,https://patentimages.storage.googleapis.com/8f/4f/37/98920ca41ef984/US07924271-20110412-D00000.png
US-4228496-A,Multiprocessor system ,Tandem Computers Incorporated,"James A. Katzman, Joel F. Bartlett, Richard M. Bixler, William H. Davidow, John A. Despotakis, Peter J. Graziano, Michael D. Green, David A. Greig, Steven J. Hayashi, David R. Mackie, Dennis L. McEvoy, James G. Treybig, Steven W. Wierenga",1976-09-07,1976-09-07,1980-10-14,1980-10-14,https://patents.google.com/patent/US4228496A/en,https://patentimages.storage.googleapis.com/d7/c4/b0/4baee423562f9c/US4228496-drawings-page-2.png
RU-2400801-C2,Upgradable preliminary visualiser of object in browser-shell ,Майкрософт Корпорейшн,"Джеймс Брайан КУРТЦ (US), Джеймс Брайан КУРТЦ, Джадсон Крэйг ХЭЛЛИ (US), Джадсон Крэйг ХЭЛЛИ, Дэвид Джордж ДЕВОРЧИК (US), Дэвид Джордж ДЕВОРЧИК, Тайлер Кин БИМ (US), Тайлер Кин БИМ",2003-03-24,2003-04-29,2010-09-27,2010-09-27,https://patents.google.com/patent/RU2400801C2/en,https://patentimages.storage.googleapis.com/3c/8d/7f/06811cc954e4dc/00000002.png
US-2011128243-A1,Information processing apparatus and identification method of information processing apparatus ,Kabushiki Kaisha Toshiba,Masaki Murakoshi,2009-11-30,2010-11-09,2011-06-02,,https://patents.google.com/patent/US20110128243A1/en,https://patentimages.storage.googleapis.com/aa/5b/35/1c81b113c7ee2f/US20110128243A1-20110602-D00000.png
US-2002046338-A1,"Electronic authentication system, URL input system, URL input device, and data recording system ","Masaaki Ueda, Takuya Oka, Takanori Hatta, Nobuya Takagi, Yoshihiro Muto","Masaaki Ueda, Takuya Oka, Takanori Hatta, Nobuya Takagi, Yoshihiro Muto",2000-10-16,2001-10-15,2002-04-18,,https://patents.google.com/patent/US20020046338A1/en,https://patentimages.storage.googleapis.com/6d/18/50/bfea860bda969a/US20020046338A1-20020418-D00000.png
CN-103135911-B,"An information processing method, and an electronic terminal ",联想(北京)有限公司,杨莹,2011-11-28,2011-11-28,2015-12-09,2015-12-09,https://patents.google.com/patent/CN103135911B/en,
US-2018239558-A1,Method and device for recording memory access operation information ,Tsinghua University,"Leibo Liu, Ao Luo, Shaojun Wei",2017-02-20,2018-02-13,2018-08-23,,https://patents.google.com/patent/US20180239558A1/en,https://patentimages.storage.googleapis.com/70/85/bd/d291844ec4ab2d/US20180239558A1-20180823-D00000.png
JP-4890853-B2,Input control method for controlling the input by using the cursor ,マイクロソフト  コーポレーション,"ジェイ．コルミコフ−ゾトフ アレクサンダー, ケー．リマス−リビカウスカス エミリー, ピー．ダッジ スティーブン, ラーナー マット, タウンゼント リード, ジェイ．ジャレット ロバート",2004-12-22,2005-12-22,2012-03-07,2012-03-07,https://patents.google.com/patent/JP4890853B2/en,https://patentimages.storage.googleapis.com/19/57/4d/4c90a684ab7e3e/0004890853-2.png
JP-3454492-B2,Multiple user computer system and method for window-based ,インターナショナル・ビジネス・マシーンズ・コーポレーション,"カート・ランドル・ブラウン, ジェフリー・ヴァーノン・フォード, トレーシー・エレン・ギブソン",1995-06-07,1996-05-29,2003-10-06,2003-10-06,https://patents.google.com/patent/JP3454492B2/en,
US-8195624-B2,Shared file system management between independent operating systems ,Phoenix Technologies Ltd.,Chiang Han Yang,2005-06-30,2006-06-29,2012-06-05,2012-06-05,https://patents.google.com/patent/US8195624B2/en,https://patentimages.storage.googleapis.com/da/6c/87/e5d197768367c2/US08195624-20120605-D00000.png
CN-101990656-A,Systems and methods for launching a user application on a computing device ,惠普开发有限公司,C·T·布朗,2008-04-08,2008-04-08,2011-03-23,,https://patents.google.com/patent/CN101990656A/en,
CN-104346082-A,Electronic device and man-machine interaction method ,"鸿富锦精密工业（深圳）有限公司, 鸿海精密工业股份有限公司",伍华伟,2013-07-23,2013-07-23,2015-02-11,,https://patents.google.com/patent/CN104346082A/en,
EP-1709536-A2,"Isolated multiplexed multi-dimensional processing in a virtual processing space having virus, spyware, and hacker protection features ","Vir2us, Inc.","Kenneth Largman, Anthony B. More, Jeffrey Blair",2004-01-15,2005-01-14,2006-10-11,,https://patents.google.com/patent/EP1709536A2/en,
US-2008126977-A1,System and method for providing visual keyboard guides according to a programmable set of keys ,"Keohane Susann M, Mcbrearty Gerald F, Mullen Shawn P, Murillo Jessica C, Shieh Johnny M","Susann M. Keohane, Gerald F. McBrearty, Shawn P. Mullen, Jessica C. Murillo, Johnny M. Shieh",2006-11-28,2006-11-28,2008-05-29,,https://patents.google.com/patent/US20080126977A1/en,https://patentimages.storage.googleapis.com/US20080126977A1/US20080126977A1-20080529-D00000.png
RU-2443012-C2,Configuration of isolated extensions and device drivers ,Майкрософт Корпорейшн,"Гален К. ХАНТ (US), Гален К. ХАНТ, Джеймс Р. ЛАРУС (US), Джеймс Р. ЛАРУС, Мануэл А. ФАНДРИЧ (US), Мануэл А. ФАНДРИЧ, Орион ХОДСОН (US), Орион ХОДСОН, Стивен П. ЛЕВИ (US), Стивен П. ЛЕВИ, Бьярне СТЕНСГОР (US), Бьярне СТЕНСГОР, Дэвид Р. ТАРДИТИ (US), Дэвид Р. ТАРДИТИ, Майкл СПЕАР (US), Майкл СПЕАР, Майкл КАРБИН (US), Майкл КАРБИН, Мартин АБАДИ (US), Мартин АБАДИ, Марк АЙКЕН (US), Марк АЙКЕН, Пол БАРХЭМ (US), Пол БАРХЭМ, Тэд УОББЕР (US), Тэд УОББЕР, Брайан ЗИЛЛ (US), Брайан ЗИЛЛ, Крис ХОБЛИТЦЕЛ (US), Крис ХОБЛИТЦЕЛ, Ник МЕРФИ (US), Ник МЕРФИ",2005-10-26,2006-10-16,2012-02-20,2012-02-20,https://patents.google.com/patent/RU2443012C2/en,https://patentimages.storage.googleapis.com/f7/0e/99/9dad4ba5cd7e68/00000004.png
US-7984026-B2,Storage system with improved de-duplication arrangement ,"Hitachi, Ltd.",Takayoshi Iitsuka,2006-12-26,2007-03-06,2011-07-19,2011-07-19,https://patents.google.com/patent/US7984026B2/en,https://patentimages.storage.googleapis.com/13/0b/fe/5b7e9e0fad77ca/US07984026-20110719-D00000.png
EP-2255295-B1,Application management within deployable object hierarchy ,Microsoft Corporation,"Ori Amiga, John Macintyre, Dharma Shukla, Junfeng Zhang",2008-03-20,2009-02-20,2014-10-15,2014-10-15,https://patents.google.com/patent/EP2255295B1/en,https://patentimages.storage.googleapis.com/51/57/2d/3fcf648b931944/imgf0001.png
US-2006218387-A1,System and method for backup and recovery of data stored in a hard disk of a computer ,"Xing-Xing Fu, Ri-Sheng Chen","Xing-Xing Fu, Ri-Sheng Chen",2005-03-25,2006-01-26,2006-09-28,,https://patents.google.com/patent/US20060218387A1/en,https://patentimages.storage.googleapis.com/9c/84/60/93c14a10ec09f9/US20060218387A1-20060928-D00000.png
US-8082514-B2,Visual display of physical port location for information handling system ,Dell Products L.P.,"Gerald Courtney, JR., Yi Zhang, Lakshmipriya Kothandaraman, Allam Steitieh",2007-09-13,2007-09-13,2011-12-20,2011-12-20,https://patents.google.com/patent/US8082514B2/en,https://patentimages.storage.googleapis.com/9c/76/ed/32bbb539be6317/US08082514-20111220-D00000.png
JP-5476381-B2,Output control and efficiency is improved in the encrypted file system ,インターナショナル・ビジネス・マシーンズ・コーポレーションＩｎｔｅｒｎａｔｉｏｎａｌ  Ｂｕｓｉｎｅｓｓ  Ｍａｃｈｉｎｅｓ  Ｃｏｒｐｏｒａｔｉｏｎ,マダン、グニシャ,2008-08-11,2009-08-03,2014-04-23,2014-04-23,https://patents.google.com/patent/JP5476381B2/en,https://patentimages.storage.googleapis.com/4e/07/c3/581263a8bacb54/0005476381-2.png
CN-100419676-C,Method and apparatus for enabling application program compatibility with display devices having improved pixel density ,微软公司,"C·H·丘, J·W·福勒, K·C·本特利, R·O·格利, Z·科奇",2004-02-27,2005-02-25,2008-09-17,2008-09-17,https://patents.google.com/patent/CN100419676C/en,
US-8390584-B1,Digit aware touchscreen ,Intuit Inc.,Narendran Bhojan,2009-10-13,2009-10-13,2013-03-05,2013-03-05,https://patents.google.com/patent/US8390584B1/en,https://patentimages.storage.googleapis.com/74/cf/1b/10509c67106f7d/US08390584-20130305-D00000.png
US-5230052-A,Apparatus and method for loading bios into a computer system from a remote storage location ,International Business Machines Corp.,"Richard A. Dayan, Robert Sachsenmaier, Simon Y. Yen",1990-10-01,1990-10-01,1993-07-20,1993-07-20,https://patents.google.com/patent/US5230052A/en,https://patentimages.storage.googleapis.com/fb/ee/c2/faff49fa84525f/US5230052-drawings-page-2.png
US-5924102-A,System and method for managing critical files ,International Business Machines Corporation,Michael Albert Perks,1997-05-07,1997-05-07,1999-07-13,1999-07-13,https://patents.google.com/patent/US5924102A/en,https://patentimages.storage.googleapis.com/0c/f6/1a/76443e5c865540/US5924102-drawings-page-2.png
CN-102004576-B,"Information processing apparatus, information processing method, and program ",索尼公司,池田哲男,2009-08-28,2010-08-20,2013-06-12,2013-06-12,https://patents.google.com/patent/CN102004576B/en,
CN-103955341-B,Having a gesture recognition for control and modification gesture recognition represented ,苹果公司,"J·H·沙法尔, B·A·摩尔, J·C·比弗",2010-01-26,2011-01-26,2018-10-30,2018-10-30,https://patents.google.com/patent/CN103955341B/en,
US-7490298-B2,Creating documentation screenshots on demand ,International Business Machines Corporation,"Brian D. Bauman, Amanda J. Burton, Michael P. Carlson, Herman Rodriguez",2006-04-12,2006-04-12,2009-02-10,2009-02-10,https://patents.google.com/patent/US7490298B2/en,https://patentimages.storage.googleapis.com/US7490298B2/US07490298-20090210-D00000.png
US-7890689-B2,Virtual appliance management ,The Board Of Trustees Of The Leland Stanford Junior University,"Monica Sin-Ling Lam, Constantine Paul Sapuntzakis, Ramesh U. V. Chandra, Nickolai Borisovich Zeldovich, Mendel Rosenblum, James Eugene Chow, David James Brumley",2003-12-08,2008-03-06,2011-02-15,2011-02-15,https://patents.google.com/patent/US7890689B2/en,https://patentimages.storage.googleapis.com/42/14/f1/de2ec47678d152/US07890689-20110215-D00000.png
US-8332367-B2,Parallel data redundancy removal ,International Business Machines Corporation,"Souvik Bhattacherjee, Ravi Kothari, Ankur Narang",2010-10-20,2010-10-20,2012-12-11,2012-12-11,https://patents.google.com/patent/US8332367B2/en,https://patentimages.storage.googleapis.com/34/50/57/c3b37ae14f548d/US08332367-20121211-D00000.png
US-6760787-B2,Recoverable methods and systems for processing input/output requests including virtual memory addresses ,Miscrosoft Corporation,Alessandro Forin,1998-08-04,2001-07-17,2004-07-06,2004-07-06,https://patents.google.com/patent/US6760787B2/en,https://patentimages.storage.googleapis.com/63/71/6a/49cfa7290f51a4/US06760787-20040706-D00000.png
US-9158628-B2,Bios failover update with service processor having direct serial peripheral interface (SPI) access ,"American Megatrends, Inc.","Sanjoy Maity, Baskar Parthiban, Satheesh Thomas, Purandhar Nallagatla, Ramakoti Reddy Bhimanadhuni, Harikrishna Doppalapudi",2013-11-27,2013-11-27,2015-10-13,2015-10-13,https://patents.google.com/patent/US9158628B2/en,https://patentimages.storage.googleapis.com/c6/26/5f/3bedcdf9078fdf/US09158628-20151013-D00000.png
US-7668974-B2,Method and system for local provisioning of device drivers for portable storage devices ,International Business Machines Corporation,"Mandayam Thondanur Ragnunath, Chandrasekhar Narayanaswami",2005-11-01,2005-11-01,2010-02-23,2010-02-23,https://patents.google.com/patent/US7668974B2/en,https://patentimages.storage.googleapis.com/US7668974B2/US07668974-20100223-D00000.png
US-2008074294-A1,System for controlling keyboard ,"Compal Electronics, Inc.","Chi-Hsin Lin, Yi-Hung Shen",2006-09-26,2007-02-06,2008-03-27,,https://patents.google.com/patent/US20080074294A1/en,https://patentimages.storage.googleapis.com/US20080074294A1/US20080074294A1-20080327-D00000.png
CN-108563467-A,PAD with security and secrecy and touch screen and realization method ,北京轩宇信息技术有限公司,"冀会芳, 江云松, 冯涛, 高猛, 张榕冰, 郑竹萌, 李辉辉, 孟褔奎, 李大东",2018-03-23,2018-03-23,2018-09-21,,https://patents.google.com/patent/CN108563467A/en,
US-8803824-B2,Methods for allowing applications to filter out or opt into tablet input ,Microsoft Corporation,"Alexander J. Zotov, Reed L. Townsend, Steven P. Dodge, Todd M. Landstad, Olumuyiwa M. Durojaiye, Stefan Wick, Vijayakumar Rangasamy",2005-04-22,2011-05-17,2014-08-12,2014-08-12,https://patents.google.com/patent/US8803824B2/en,https://patentimages.storage.googleapis.com/9e/7c/e3/83ef4f61872ecc/US08803824-20140812-D00000.png
CN-103513921-B,The use of pressure-sensitive touch text selection ,联想（新加坡）私人有限公司,"约翰·迈尔斯·亨特, 约翰·韦尔东·尼克尔森, 詹姆斯·斯蒂芬·拉特利奇, 王松",2012-06-29,2013-06-19,2018-08-24,2018-08-24,https://patents.google.com/patent/CN103513921B/en,
US-9098196-B2,Touch system inadvertent input elimination ,Lenovo (Singapore) Pte. Ltd.,"Arnold S. Weksler, Russell Speight VanBlon, Nathan J. Peterson",2012-06-11,2012-06-11,2015-08-04,2015-08-04,https://patents.google.com/patent/US9098196B2/en,https://patentimages.storage.googleapis.com/c2/41/8f/7ee7c44feac5ff/US09098196-20150804-D00000.png
US-2008228770-A1,Method for Performing Recoverable Live Context Migration in a Stacked File System ,"Halcrow Michael A, French Steven M","Michael A. Halcrow, Steven M. French",2007-03-15,2007-03-15,2008-09-18,,https://patents.google.com/patent/US20080228770A1/en,https://patentimages.storage.googleapis.com/US20080228770A1/US20080228770A1-20080918-D00000.png
KR-20100037959-A,Virtualized computing accelerator and program download method of based virtualized computing ,"주식회사 인프라넷, 승규 민 파울","김근배, 승규 민 파울",2008-10-02,2008-10-02,2010-04-12,,https://patents.google.com/patent/KR20100037959A/en,https://patentimages.storage.googleapis.com/39/eb/ec/f5f9cffa1849b2/112008069439520-PAT00001.png
CN-100412791-C,Method and device to enable user mode process to operate in a privileged execution mode ,国际商业机器公司,"斯蒂芬·L.·布里尼克, 许宇程",2004-06-24,2005-04-28,2008-08-20,2008-08-20,https://patents.google.com/patent/CN100412791C/en,
US-2018239655-A1,Method for Processing Asynchronous Event by Checking Device and Checking Device ,Tsinghua University,"Leibo Liu, Ao Luo, Shaojun Wei",2017-02-20,2018-02-13,2018-08-23,,https://patents.google.com/patent/US20180239655A1/en,https://patentimages.storage.googleapis.com/ab/ec/ce/bd91f5aa8b3343/US20180239655A1-20180823-D00000.png
US-2011082986-A1,Electronic device for providing self-adapting services depending on the platform of the host equipment with which it is connected ,Gemalto Sa,Stephane Durand,2008-06-02,2009-05-26,2011-04-07,,https://patents.google.com/patent/US20110082986A1/en,https://patentimages.storage.googleapis.com/90/d4/7f/08d90fc6a20a7d/US20110082986A1-20110407-D00000.png
US-6326985-B1,Display apparatus and method for controlling the same ,International Business Machines Corporation,"Eiichi Tazoe, Tetsuroh Asahata, Hiromi Saitoh",1998-01-07,1999-01-06,2001-12-04,2001-12-04,https://patents.google.com/patent/US6326985B1/en,https://patentimages.storage.googleapis.com/06/70/93/30464a8d173de0/US6326985-drawings-page-2.png
US-8549518-B1,Method and system for implementing a maintenanece service for managing I/O and storage for virtualization environment ,"Nutanix, Inc.","Mohit Aron, Brent Chun, Chaitanya Venkata Krishna Bayapuneni",2011-08-10,2011-08-10,2013-10-01,2013-10-01,https://patents.google.com/patent/US8549518B1/en,https://patentimages.storage.googleapis.com/e4/6f/ba/f1cde41e0a9a37/US08549518-20131001-D00000.png
US-7076481-B2,Method and apparatus for logically reconstructing incomplete records ,"Bmc Software, Inc.","Brian Osborne, Charles A. Priddy",1998-03-31,2003-03-24,2006-07-11,2006-07-11,https://patents.google.com/patent/US7076481B2/en,https://patentimages.storage.googleapis.com/US7076481B2/US07076481-20060711-D00000.png
US-9804928-B2,Restoring an archived file in a distributed filesystem ,"Panzura, Inc.","Andrew P. Davis, Brian Christopher Parkison, John Richard Taylor",2011-11-14,2013-09-05,2017-10-31,2017-10-31,https://patents.google.com/patent/US9804928B2/en,https://patentimages.storage.googleapis.com/79/f9/e9/68f34ece09a175/US09804928-20171031-D00000.png
JP-4627547-B2,Secure storage track for the antivirus speeding ,インターナショナル・ビジネス・マシーンズ・コーポレーションＩｎｔｅｒｎａｔｉｏｎａｌ  Ｂｕｓｉｎｅｓｓ  Ｍａｓｃｈｉｎｅｓ  Ｃｏｒｐｏｒａｔｉｏｎ,"カリディス、ジョン、ピーター, チャレナー、デイヴィッド、キャロル",2004-07-20,2005-05-12,2011-02-09,2011-02-09,https://patents.google.com/patent/JP4627547B2/en,https://patentimages.storage.googleapis.com/fd/6f/4f/e549a1338bc25b/0004627547-2.png
US-7124139-B2,Method and apparatus for managing faults in storage system having job management function ,"Hitachi, Ltd.","Naokazu Nemoto, Kazuhiko Mogi, Norifumi Nishikawa, Nobuo Kawamura",2003-03-28,2003-08-28,2006-10-17,2006-10-17,https://patents.google.com/patent/US7124139B2/en,https://patentimages.storage.googleapis.com/0f/96/4d/8bbf4f22290646/US07124139-20061017-D00012.png
US-7934209-B2,"Method for firmware variable storage with eager compression, fail-safe extraction and restart time compression scan ",Intel Corporation,"Vincent Zimmer, Michael Rothman, Greg Miller, Mark Doran",2003-06-16,2004-05-26,2011-04-26,2011-04-26,https://patents.google.com/patent/US7934209B2/en,https://patentimages.storage.googleapis.com/3b/e6/ad/96be5cab1a3bb1/US07934209-20110426-D00000.png
CN-101968716-A,Electronic reading device and method thereof for adding comments ,鸿富锦精密工业（深圳）有限公司;鸿海精密工业股份有限公司,宋威,2010-10-20,2010-10-20,2011-02-09,,https://patents.google.com/patent/CN101968716A/en,
CN-104850263-B,Rapid information input system and method of the touch panel based on input ,北京拉酷网络科技有限公司,"龚华超, 秦永强, 韩佩聪",2015-05-29,2015-05-29,2017-08-15,2017-08-15,https://patents.google.com/patent/CN104850263B/en,
US-7827615-B1,Hybrid role-based discretionary access control ,Sprint Communications Company L.P.,"Mouaz Allababidi, Balagurunathan Balasubramanian, Bharath N. Kuruvalli, Lih-jong Ma, Paul L. Taylor",2007-01-23,2007-01-23,2010-11-02,2010-11-02,https://patents.google.com/patent/US7827615B1/en,https://patentimages.storage.googleapis.com/b9/46/a4/1baa15c143e136/US07827615-20101102-D00000.png
EP-1548580-B1,Non-platform-specific unique identifier generation ,"Hewlett-Packard Development Company, L.P.",William G. Brothers,2003-11-12,2004-11-08,2007-06-13,2007-06-13,https://patents.google.com/patent/EP1548580B1/en,https://patentimages.storage.googleapis.com/8c/f4/ea/db262f38f55721/imgf0001.png
EP-2487577-A2,Presenting buttons for controlling an application ,Research In Motion Limited,"William Alexander Cheung, Tudor Coman, Matthew Nicholaos Staikos, Michael Thomas Winkler, Joshua Rodney Pantony",2011-02-11,2012-02-02,2012-08-15,,https://patents.google.com/patent/EP2487577A2/en,https://patentimages.storage.googleapis.com/77/b5/73/a04a7d431a6d2c/imgf0001.png
JP-2005108036-A,Information processing device and touch pad ,"Toshiba Corp, 株式会社東芝","Fujihito Numano, 藤仁 沼野",2003-09-30,2003-09-30,2005-04-21,,https://patents.google.com/patent/JP2005108036A/en,https://patentimages.storage.googleapis.com/5e/a3/92/d2eeaf43930a42/2005108036-3.png
CN-100517271-C,"VIrtual address bar user interface control, and displaying system and method ",微软公司,"J·克雷格·哈里, 帕特里克·L·敏纳, 戴维·G·D·沃切克, 杰森·F·摩尔, 泽克·B·奥丁斯-路卡斯, 理查德·M·班克斯, 肖恩·A·卡斯坦, 肯尼斯·A·科克, 迈克尔·莎尔顿, 马克·R·里加梅尔",2003-04-17,2003-05-16,2009-07-22,2009-07-22,https://patents.google.com/patent/CN100517271C/en,
CN-106383651-A,"Startup method of hidden application, and mobile terminal ",维沃移动通信有限公司,肖亮,2016-08-30,2016-08-30,2017-02-08,,https://patents.google.com/patent/CN106383651A/en,
KR-20170125698-A,Generalized write operations verification method ,"웨스턴 디지털 테크놀로지스, 인코포레이티드","비아체스라브 두베이코, 아담 만자나레스",2016-05-04,2017-02-27,2017-11-15,,https://patents.google.com/patent/KR20170125698A/en,https://patentimages.storage.googleapis.com/d3/cb/ea/d8663cfed6e02b/pat00001.png
CN-108052350-A,Method and equipment for automatically setting BIOS ,合肥联宝信息技术有限公司,曾子轩,2017-12-28,2017-12-28,2018-05-18,,https://patents.google.com/patent/CN108052350A/en,
CN-105955544-A,Touch operation processing method and mobile terminal ,维沃移动通信有限公司,"王绪军, 刘国红, 周锡明",2016-06-07,2016-06-07,2016-09-21,,https://patents.google.com/patent/CN105955544A/en,
JP-5533165-B2,"The information processing apparatus, information processing method and program ",ソニー株式会社,健 宮下,2010-04-09,2010-04-09,2014-06-25,2014-06-25,https://patents.google.com/patent/JP5533165B2/en,https://patentimages.storage.googleapis.com/f4/ca/f9/8d1fa9677075d1/0005533165-2.png
EP-0516682-B1,Method and apparatus for controlling access to and corruption of information in computer systems ,Arendee Limited,"Reginald Killean, David Robb, Norman Jackson White",1990-02-21,1991-02-20,1995-06-21,1995-06-21,https://patents.google.com/patent/EP0516682B1/en,https://patentimages.storage.googleapis.com/be/37/3e/b9fc43b1e7a42e/imgf0001.png
US-5675748-A,Method and apparatus for automatically configuring computer system hardware and software ,Object Technology Licensing Corp.,Patrick Delaney Ross,1993-12-21,1996-03-08,1997-10-07,1997-10-07,https://patents.google.com/patent/US5675748A/en,https://patentimages.storage.googleapis.com/c9/05/85/d616b1738f2258/US5675748-drawings-page-2.png
US-7730205-B2,OS agnostic resource sharing across multiple computing platforms ,Intel Corporation,"Michael A. Rothman, Vincent J. Zimmer",2003-06-25,2004-03-24,2010-06-01,2010-06-01,https://patents.google.com/patent/US7730205B2/en,https://patentimages.storage.googleapis.com/US7730205B2/US07730205-20100601-D00000.png
US-7127579-B2,Hardened extended firmware interface framework ,Intel Corporation,"Vincent J. Zimmer, Mallik Bulusu",2002-03-26,2002-03-26,2006-10-24,2006-10-24,https://patents.google.com/patent/US7127579B2/en,https://patentimages.storage.googleapis.com/US7127579B2/US07127579-20061024-D00000.png
US-5784576-A,Method and apparatus for adding and removing components of a data processing system without powering down ,International Business Machines Corp.,"Guy Lynn Guthrie, Danny Marvin Neal, Richard Allen Kelley",1996-10-31,1996-10-31,1998-07-21,1998-07-21,https://patents.google.com/patent/US5784576A/en,https://patentimages.storage.googleapis.com/7e/eb/a2/0e608bfe5c293f/US5784576-drawings-page-2.png
US-5625829-A,Dockable computer system capable of symmetric multi-processing operations ,"Advanced Micro Devices, Inc.","Douglas D. Gephardt, Steven L. Belt, Drew J. Dutton",1994-03-25,1994-07-18,1997-04-29,1997-04-29,https://patents.google.com/patent/US5625829A/en,https://patentimages.storage.googleapis.com/5a/84/c0/6e5db80daaa0a5/US5625829-drawings-page-2.png
CN-106548083-A,Note encryption method and terminal ,维沃移动通信有限公司,李少赓,2016-11-25,2016-11-25,2017-03-29,,https://patents.google.com/patent/CN106548083A/en,
